#name_w_spin,metal,Oxidation,alpha_d_1,alpha_d_2,alpha_d_3,alpha_d_4,alpha_d_5,npa_metal,npa_c_1,npa_c_2,npa_c_3,npa_c_4,npa_c_5,npa_c_6,ap_1,ap_2,ap_3,ap_4,ap_5
mn_3_fluoride_fluoride_ammonia_ammonia_ammonia_ammonia,mn,3,-0.42274,-0.42065,-0.41749,-0.36268,-0.23372,1.17795,-0.44995,-0.45251,-1.02524,-1.02532,-1.06693,-1.06915,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride_chloride,mn,3,-0.47236,-0.41514,-0.4151,-0.39417,-0.31409,0.54208,-0.30745,-0.30770,-0.15831,-0.15975,-0.15837,-0.15972,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_fluoride_fluoride,mn,3,-0.49938,-0.49551,-0.43882,-0.43859,-0.2853,0.95161,-0.44976,-0.45037,-0.16350,-0.16577,-0.19351,-0.19725,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine_phosphine,mn,3,-0.80196,-0.79821,-0.79365,-0.76776,-0.62633,0.57913,0.11349,0.12034,-0.15126,-0.15886,-0.17056,-0.16110,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_acetonitrile_acetonitrile_acetonitrile_acetonitrile,mn,3,-0.69095,-0.67578,-0.67559,-0.57596,-0.49945,0.56020,-0.47800,-0.47760,0.41224,0.41393,-0.42621,-0.42724,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_acetonitrile_acetonitrile,mn,3,-0.68955,-0.67632,-0.67465,-0.5718,-0.48366,0.24611,-0.47519,-0.47508,0.41237,0.41235,0.39846,0.39833,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_ammonia_ammonia,mn,3,-0.71687,-0.71442,-0.71008,-0.59135,-0.51781,0.35492,0.36686,0.36729,0.34487,0.34245,-1.01624,-1.01611,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_carbonyl_carbonyl,mn,3,-0.73256,-0.72971,-0.72968,-0.62321,-0.5402,-0.16000,0.64756,0.64756,0.38157,0.38156,0.38165,0.38160,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_chloride_chloride,mn,3,-0.44091,-0.43388,-0.43377,-0.26565,-0.20379,-0.09333,0.45388,0.45357,0.45342,0.45383,-0.32273,-0.32356,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_cyanide_cyanide,mn,3,-0.45449,-0.43207,-0.39871,-0.28508,-0.1854,-0.21833,0.10061,0.10051,0.43066,0.43066,0.43043,0.43038,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_fluoride_fluoride,mn,3,-0.41306,-0.37039,-0.37035,-0.27074,-0.17474,0.37475,-0.38629,-0.38670,0.39849,0.39843,0.39836,0.39838,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_hydrogensulfide_hydrogensulfide,mn,3,-0.71798,-0.71643,-0.71628,-0.6003,-0.52111,0.07661,0.35550,0.35543,0.35734,0.35740,-0.06970,-0.06987,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_misc_acetonitrile,mn,3,-0.69024,-0.67863,-0.67576,-0.55633,-0.4844,0.08700,0.32568,-0.47190,0.42079,0.42076,0.39510,0.39494,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_misc_ammonia,mn,3,-0.70414,-0.70034,-0.7002,-0.56505,-0.49745,0.12008,0.38795,0.38852,0.38773,0.38671,0.31663,-1.01265,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_misc_chloride,mn,3,-0.56427,-0.56358,-0.55379,-0.40072,-0.33812,-0.16447,0.45304,0.40117,0.45307,0.40163,0.36380,-0.15230,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_misc_fluoride,mn,3,-0.55285,-0.5378,-0.53774,-0.41234,-0.33656,0.16569,-0.27968,0.37168,0.37131,0.37170,0.37115,0.41288,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_misc_misc,mn,3,-0.68486,-0.68478,-0.67686,-0.54447,-0.48165,-0.07877,0.44145,0.44143,0.35616,0.35581,0.35606,0.35558,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_misc_phosphine,mn,3,-0.70485,-0.69726,-0.68942,-0.55574,-0.49461,-0.10208,0.34696,0.42093,0.41599,0.35475,0.35198,0.15460,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_misc_water,mn,3,-0.69935,-0.69501,-0.69343,-0.58512,-0.50255,0.16508,0.31918,-0.84535,0.37376,0.37344,0.39637,0.39664,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_phosphine_phosphine,mn,3,-0.71235,-0.70818,-0.70813,-0.57011,-0.50608,-0.06832,0.36871,0.37511,0.37231,0.37062,0.12908,0.12892,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_misc_misc_water_water,mn,3,-0.71943,-0.71615,-0.71608,-0.68098,-0.543,0.62521,0.33370,0.33474,0.33420,0.33292,-0.88154,-0.88155,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_misc_misc_water_water_water_water,mn,3,-0.79388,-0.78819,-0.75813,-0.73004,-0.61262,1.03799,-0.84433,-0.86644,0.30626,0.29648,-0.90414,-0.90654,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_ammonia_ammonia,mn,3,-0.78784,-0.7874,-0.77621,-0.77493,-0.60709,0.67079,-1.07583,-1.07578,0.08676,0.08626,0.09053,0.08448,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_chloride_chloride,mn,3,-0.47712,-0.40672,-0.40664,-0.33372,-0.27551,-0.02483,-0.24834,-0.25336,0.15289,0.14947,0.14586,0.14636,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_hydrogensulfide_hydrogensulfide,mn,3,-0.79399,-0.789,-0.78641,-0.77709,-0.60346,0.44228,0.10769,0.10753,0.11327,0.11402,-0.23728,-0.23766,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_misc_misc,mn,3,-0.77223,-0.75075,-0.73035,-0.59672,-0.54061,-0.05319,0.33691,0.33566,0.13384,0.13337,0.13355,0.13540,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_chloride,mn,3,-0.64548,-0.64492,-0.62444,-0.47904,-0.43518,-0.02818,-0.17054,0.18328,0.11615,0.11729,0.11303,0.11161,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_hydrogensulfide,mn,3,-0.79991,-0.7906,-0.78426,-0.77876,-0.76942,0.02600,-0.14796,0.03816,0.14449,0.14471,0.14492,0.14881,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_misc,mn,3,-0.77885,-0.77852,-0.75969,-0.60825,-0.56298,-0.05200,0.32226,0.19376,0.11559,0.10433,0.10884,0.10450,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_phosphine,mn,3,-0.79604,-0.78179,-0.78112,-0.76764,-0.58413,-0.04558,0.18713,0.18617,0.07932,0.07714,0.08274,0.07451,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_phosphine_phosphine_phosphine_water,mn,3,-0.78809,-0.78753,-0.77904,-0.75305,-0.60166,0.53245,-0.91705,0.11231,0.10956,0.10093,0.10100,-0.04349,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_phosphine_phosphine_water_water_water_water,mn,3,-0.82467,-0.82025,-0.79511,-0.78039,-0.77623,1.10966,-0.91208,-0.91061,-0.93671,-0.93924,0.17852,0.55406,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_acetonitrile_acetonitrile,mn,3,-0.77565,-0.76479,-0.75685,-0.73691,-0.625,1.27817,-0.50629,-0.50645,-0.85404,-0.85371,-0.89410,-0.89417,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_ammonia_ammonia,mn,3,-0.89461,-0.88293,-0.87647,-0.78685,-0.66718,1.34614,-0.97924,-0.97954,-0.89936,-0.89935,-0.92047,-0.92085,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_carbonyl_carbonyl,mn,3,-0.9193,-0.87036,-0.86589,-0.82534,-0.72958,1.21346,-0.82786,-0.82797,-0.87680,-0.87676,0.49471,0.49476,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_chloride_chloride,mn,3,-0.48379,-0.42557,-0.42466,-0.42451,-0.31638,0.93884,-0.86305,-0.86287,-0.86513,-0.86486,-0.31876,-0.31997,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_cyanide_cyanide,mn,3,-0.51657,-0.49983,-0.4818,-0.44649,-0.31289,0.93010,-0.06326,-0.07274,-0.86095,-0.83767,-0.85399,-0.87000,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_fluoride_fluoride,mn,3,-0.47923,-0.44386,-0.4437,-0.42102,-0.26819,1.27059,-0.45703,-0.45771,-0.87372,-0.87362,-0.87514,-0.87529,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_phosphine_phosphine,mn,3,-0.82936,-0.82244,-0.81579,-0.7736,-0.73825,1.14697,-0.91151,-0.91264,-0.92864,-0.92911,0.55408,0.55485,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_water_acetonitrile,mn,3,-0.82147,-0.81465,-0.78581,-0.7672,-0.6605,1.33657,-0.52635,-0.84459,-0.85245,-0.85187,-0.90984,-0.91072,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_water_ammonia,mn,3,-0.90861,-0.89148,-0.84347,-0.79159,-0.68401,1.36746,-0.86323,-0.94048,-0.89314,-0.89149,-0.91489,-0.91494,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_water_carbonyl,mn,3,-0.91245,-0.85754,-0.85667,-0.8134,-0.71639,1.31363,-0.83157,-0.83028,-0.87638,-0.87636,-0.90735,0.47717,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_water_chloride,mn,3,-0.67445,-0.66451,-0.64577,-0.60196,-0.49488,1.14633,-0.87845,-0.87878,-0.87853,-0.90371,-0.90311,-0.12954,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_water_cyanide,mn,3,-0.67611,-0.67266,-0.65149,-0.61472,-0.48682,1.17816,-0.01960,-0.88872,-0.86515,-0.86466,-0.89844,-0.92340,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_water_fluoride,mn,3,-0.71549,-0.65431,-0.65095,-0.61095,-0.48078,1.34431,-0.31737,-0.88432,-0.90595,-0.90527,-0.88988,-0.88888,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
mn_3_water_water_water_water_water_misc,mn,3,-0.86514,-0.81929,-0.78977,-0.7636,-0.65568,1.21647,-0.85496,0.30546,-0.86892,-0.87077,-0.90385,-0.90531,0.10342640000021674,0.19644610000000284,1.5805422900000394,3.7099794200000815,6.258933770000112
